sample,best available identification,reads/400,,,,
B955,Actinobacteridae,9,,,,
B955,Actinomyces,1,,,,
B955,Actinomycetaceae,1,,,,
B955,Anaerococcus,1,,,,
B955,Anaerococcus,1,,,,
B955,Anaerococcus,1,,,,
B955,Anaerococcus,1,,,,
B955,Anaerococcus,1,,,,
B955,Anaerococcus,1,,,,
B955,Anaerococcus,11,,,,
B955,Anaerococcus,13,,,,
B955,Anaerococcus,54,,,,
B955,Bacilli,1,,,,
B955,Bacteroidetes,1,,,,
B955,Bacteroidetes,1,,,,
B955,Bacteroidetes,8,,,,
B955,Brevundimonas,4,,,,
B955,Burkholderiales,9,,,,
B955,Campylobacter,2,,,,
B955,Campylobacter,2,,,,
B955,Chloroplast,2,,,,
B955,Clostridiales,1,,,,
B955,Clostridiales,1,,,,
B955,Clostridiales,3,,,,
B955,Corynebacterineae,1,,,,
B955,Corynebacterineae,1,,,,
B955,Corynebacterineae,1,,,,
B955,Corynebacterineae,2,,,,
B955,Corynebacterineae,2,,,,
B955,Corynebacterineae,76,,,,
B955,Corynebacterium,1,,,,
B955,Corynebacterium,1,,,,
B955,Corynebacterium,22,,,,
B955,Corynebacterium,24,,,,
B955,Dermabacter,3,,,,
B955,Dialister,2,,,,
B955,Finegoldia,1,,,,
B955,Finegoldia,1,,,,
B955,Finegoldia,1,,,,
B955,Finegoldia,1,,,,
B955,Finegoldia,32,,,,
B955,Oxalobacteraceae,1,,,,
B955,Peptococcus,4,,,,
B955,Peptoniphilus,1,,,,
B955,Peptoniphilus,1,,,,
B955,Peptoniphilus,1,,,,
B955,Peptoniphilus,2,,,,
B955,Peptoniphilus,33,,,,
B955,Peptoniphilus,4,,,,
B955,Porphyromonas,1,,,,
B955,Prevotella,3,,,,
B955,Prevotellaceae,6,,,,
B955,Sphingopyxis,1,,,,
B955,Staphylococcus,14,,,,
B955,unidentified,1,,,,
B955,unidentified,1,,,,
B955,unidentified,2,,,,
B955,unidentified,4,,,,
B955,unidentified,6,,,,
B955,Veillonellaceae,3,,,,
B956,Acinetobacter,2,,,,
B956,Actinobacteridae,1,,,,
B956,Actinobacteridae,3,,,,
B956,Actinomyces,1,,,,
B956,Actinomycetaceae,2,,,,
B956,Anaerococcus,1,,,,
B956,Anaerococcus,1,,,,
B956,Anaerococcus,1,,,,
B956,Anaerococcus,16,,,,
B956,Anaerococcus,2,,,,
B956,Anaerococcus,2,,,,
B956,Anaerococcus,26,,,,
B956,Anaeroglobus,1,,,,
B956,Bacilli,1,,,,
B956,Bacilli,1,,,,
B956,Bacteroidetes,1,,,,
B956,Bacteroidetes,20,,,,
B956,Branhamella,8,,,,
B956,Campylobacter,1,,,,
B956,Campylobacter,4,,,,
B956,Clostridia,5,,,,
B956,Clostridiales,1,,,,
B956,Clostridiales,1,,,,
B956,Clostridiales,1,,,,
B956,Clostridiales,1,,,,
B956,Clostridiales,1,,,,
B956,Clostridiales,2,,,,
B956,Clostridiales,3,,,,
B956,Clostridiales,3,,,,
B956,Clostridiales,4,,,,
B956,Clostridiales,5,,,,
B956,Clostridiales,5,,,,
B956,Clostridiales,7,,,,
B956,Clostridiales,8,,,,
B956,Corynebacterineae,1,,,,
B956,Corynebacterineae,1,,,,
B956,Corynebacterineae,14,,,,
B956,Corynebacterineae,18,,,,
B956,Corynebacterium,20,,,,
B956,Corynebacterium,3,,,,
B956,Finegoldia,2,,,,
B956,Firmicutes,4,,,,
B956,Fusobacterium,2,,,,
B956,Gammaproteobacteria,1,,,,
B956,Micrococcus,1,,,,
B956,Parvimonas,1,,,,
B956,Peptococcus,1,,,,
B956,Peptococcus,4,,,,
B956,Peptoniphilus,1,,,,
B956,Peptoniphilus,13,,,,
B956,Peptoniphilus,3,,,,
B956,Peptoniphilus,4,,,,
B956,Porphyromonadaceae,1,,,,
B956,Porphyromonas,1,,,,
B956,Porphyromonas,1,,,,
B956,Porphyromonas,7,,,,
B956,Staphylococcaceae,2,,,,
B956,Staphylococcus,1,,,,
B956,Staphylococcus,92,,,,
B956,unidentified,1,,,,
B956,unidentified,1,,,,
B956,unidentified,1,,,,
B956,unidentified,1,,,,
B956,unidentified,12,,,,
B956,unidentified,17,,,,
B956,unidentified,2,,,,
B956,unidentified,4,,,,
B956,unidentified,5,,,,
B956,unidentified,9,,,,
B956,Varibaculum,5,,,,
B956,Zimmermannella,1,,,,
B957,Acinetobacter,1,,,,
B957,Actinobacteridae,1,,,,
B957,Actinobacteridae,1,,,,
B957,Actinomycetales,1,,,,
B957,Actinomycetales,1,,,,
B957,Actinomycetales,1,,,,
B957,Anaerococcus,1,,,,
B957,Anaerococcus,1,,,,
B957,Anaerococcus,1,,,,
B957,Anaerococcus,1,,,,
B957,Anaerococcus,12,,,,
B957,Anaerococcus,14,,,,
B957,Anaerococcus,49,,,,
B957,Bacillaceae,1,,,,
B957,Bacillales,1,,,,
B957,Bacillales,1,,,,
B957,Bacillales,1,,,,
B957,Bacilli,2,,,,
B957,Betaproteobacteria,1,,,,
B957,Corynebacterineae,1,,,,
B957,Corynebacterineae,1,,,,
B957,Corynebacterineae,3,,,,
B957,Corynebacterineae,50,,,,
B957,Corynebacterineae,75,,,,
B957,Corynebacterium,3,,,,
B957,Finegoldia,1,,,,
B957,Firmicutes,2,,,,
B957,Millisia,1,,,,
B957,Prevotella,1,,,,
B957,Pseudomonadaceae,1,,,,
B957,Staphylococcaceae,1,,,,
B957,Staphylococcaceae,1,,,,
B957,Staphylococcus,1,,,,
B957,Staphylococcus,164,,,,
B957,Stenotrophomonas,1,,,,
B957,unidentified,1,,,,
B958,Acinetobacter,2,,,,
B958,Actinomycetales,1,,,,
B958,Anaerococcus,1,,,,
B958,Anaerococcus,1,,,,
B958,Anaerococcus,1,,,,
B958,Anaerococcus,1,,,,
B958,Anaerococcus,1,,,,
B958,Anaerococcus,1,,,,
B958,Anaerococcus,1,,,,
B958,Anaerococcus,1,,,,
B958,Anaerococcus,125,,,,
B958,Anaerococcus,14,,,,
B958,Anaerococcus,2,,,,
B958,Anaerococcus,3,,,,
B958,Bacillales,1,,,,
B958,Bacillales,1,,,,
B958,Bacilli,1,,,,
B958,Bacilli,1,,,,
B958,Branhamella,2,,,,
B958,Corynebacterineae,1,,,,
B958,Corynebacterineae,178,,,,
B958,Corynebacterium,1,,,,
B958,Corynebacterium,1,,,,
B958,Corynebacterium,14,,,,
B958,Firmicutes,1,,,,
B958,Gammaproteobacteria,1,,,,
B958,Staphylococcaceae,1,,,,
B958,Staphylococcus,39,,,,
B958,unidentified,2,,,,
B961,Acinetobacter,3,,,,
B961,Actinobacteridae,13,,,,
B961,Actinobacteridae,5,,,,
B961,Aerococcaceae,1,,,,
B961,Anaerococcus,1,,,,
B961,Anaerococcus,1,,,,
B961,Anaerococcus,1,,,,
B961,Anaerococcus,7,,,,
B961,Bacillales,1,,,,
B961,Bacillales,1,,,,
B961,Bacillales,2,,,,
B961,Bacilli,3,,,,
B961,Bacilli,7,,,,
B961,Bacteroidetes,5,,,,
B961,Bifidobacteriaceae,2,,,,
B961,Burkholderiales,1,,,,
B961,Corynebacterineae,2,,,,
B961,Corynebacterium,4,,,,
B961,Finegoldia,1,,,,
B961,Finegoldia,1,,,,
B961,Finegoldia,21,,,,
B961,Firmicutes,2,,,,
B961,Peptoniphilus,1,,,,
B961,Peptoniphilus,1,,,,
B961,Peptoniphilus,1,,,,
B961,Peptoniphilus,1,,,,
B961,Peptoniphilus,11,,,,
B961,Peptoniphilus,2,,,,
B961,Prevotella,5,,,,
B961,Pseudomonas,1,,,,
B961,Staphylococcaceae,1,,,,
B961,Staphylococcus,1,,,,
B961,Staphylococcus,1,,,,
B961,Staphylococcus,287,,,,
B961,unidentified,1,,,,
B961,Varibaculum,1,,,,
B962,Acinetobacter,1,,,,
B962,Acinetobacter,10,,,,
B962,Betaproteobacteria,1,,,,
B962,Bosea,5,,,,
B962,Bradyrhizobiaceae,1,,,,
B962,Brevibacterium,4,,,,
B962,Brevundimonas,1,,,,
B962,Brevundimonas,1,,,,
B962,Brevundimonas,2,,,,
B962,Brevundimonas,54,,,,
B962,Brevundimonas,8,,,,
B962,Burkholderiales,1,,,,
B962,Burkholderiales,1,,,,
B962,Burkholderiales,1,,,,
B962,Burkholderiales,1,,,,
B962,Burkholderiales,125,,,,
B962,Burkholderiales,3,,,,
B962,Comamonadaceae,1,,,,
B962,Corynebacterium,1,,,,
B962,Enhydrobacter,1,,,,
B962,Incertae sedis 5,3,,,,
B962,Lactobacillales,1,,,,
B962,Lactococcus,12,,,,
B962,Methylobacterium,1,,,,
B962,Micrococcineae,1,,,,
B962,Oxalobacteraceae,10,,,,
B962,Pantoea,1,,,,
B962,Prevotella,2,,,,
B962,Pseudomonadaceae,2,,,,
B962,Pseudomonas,5,,,,
B962,Ralstonia,7,,,,
B962,Rhodobacteraceae,1,,,,
B962,Sphingomonadaceae,1,,,,
B962,Sphingomonas,1,,,,
B962,Sphingomonas,1,,,,
B962,Sphingomonas,35,,,,
B962,Sphingopyxis,72,,,,
B962,Staphylococcus,12,,,,
B962,Streptococcus,6,,,,
B962,unidentified,1,,,,
B962,Xanthomonadaceae,2,,,,
B963,Acinetobacter,6,,,,
B963,Actinobacteridae,1,,,,
B963,Actinobacteridae,1,,,,
B963,Actinobacteridae,3,,,,
B963,Actinobaculum,1,,,,
B963,Actinomyces,2,,,,
B963,Actinomycetaceae,2,,,,
B963,Actinomycetales,1,,,,
B963,Actinomycetales,1,,,,
B963,Aerococcaceae,26,,,,
B963,Anaerococcus,1,,,,
B963,Anaerococcus,1,,,,
B963,Anaerococcus,1,,,,
B963,Anaerococcus,27,,,,
B963,Anaerococcus,36,,,,
B963,Bacteroidetes,1,,,,
B963,Bacteroidetes,12,,,,
B963,Bilophila,1,,,,
B963,Bradyrhizobiaceae,1,,,,
B963,Brevundimonas,1,,,,
B963,Brevundimonas,7,,,,
B963,Burkholderiales,13,,,,
B963,Campylobacter,3,,,,
B963,Clostridiales,1,,,,
B963,Clostridiales,1,,,,
B963,Clostridiales,12,,,,
B963,Clostridiales,2,,,,
B963,Clostridiales,3,,,,
B963,Clostridiales,3,,,,
B963,Clostridiales,3,,,,
B963,Clostridiales,6,,,,
B963,Corynebacterineae,17,,,,
B963,Corynebacterineae,44,,,,
B963,Corynebacterium,1,,,,
B963,Corynebacterium,1,,,,
B963,Corynebacterium,18,,,,
B963,Corynebacterium,3,,,,
B963,Desulfovibrio,2,,,,
B963,Desulfovibrio,6,,,,
B963,Finegoldia,5,,,,
B963,Firmicutes,4,,,,
B963,Intrasporangiaceae,2,,,,
B963,Lactobacillales,1,,,,
B963,Mobiluncus,3,,,,
B963,Oxalobacteraceae,3,,,,
B963,Peptococcus,4,,,,
B963,Peptoniphilus,1,,,,
B963,Peptoniphilus,2,,,,
B963,Peptoniphilus,20,,,,
B963,Peptoniphilus,3,,,,
B963,Porphyromonadaceae,2,,,,
B963,Porphyromonas,1,,,,
B963,Porphyromonas,9,,,,
B963,Prevotella,1,,,,
B963,Prevotellaceae,1,,,,
B963,Sphingomonas,3,,,,
B963,Sphingopyxis,11,,,,
B963,Staphylococcus,9,,,,
B963,Streptococcus,1,,,,
B963,unidentified,1,,,,
B963,unidentified,1,,,,
B963,unidentified,1,,,,
B963,unidentified,1,,,,
B963,unidentified,1,,,,
B963,unidentified,1,,,,
B963,unidentified,1,,,,
B963,unidentified,11,,,,
B963,unidentified,2,,,,
B963,unidentified,9,,,,
B963,unidentified,9,,,,
B963,Veillonellaceae,4,,,,
B966,Abiotrophia,6,,,,
B966,Acidobacteriaceae,2,,,,
B966,Acinetobacter,1,,,,
B966,Acinetobacter,1,,,,
B966,Acinetobacter,3,,,,
B966,Actinobacteridae,1,,,,
B966,Actinobacteridae,2,,,,
B966,Actinobacteridae,3,,,,
B966,Actinobacteridae,6,,,,
B966,Aerococcaceae,5,,,,
B966,Anaerococcus,1,,,,
B966,Anaerococcus,1,,,,
B966,Anaerococcus,1,,,,
B966,Anaerococcus,2,,,,
B966,Anaerococcus,2,,,,
B966,Anaerococcus,4,,,,
B966,Bacteroidetes,1,,,,
B966,Brachybacterium,6,,,,
B966,Branhamella,8,,,,
B966,Brevibacterium,2,,,,
B966,Burkholderiales,1,,,,
B966,Chloroplast,1,,,,
B966,Chloroplast,1,,,,
B966,Chloroplast,12,,,,
B966,Clostridiales,1,,,,
B966,Clostridiales,1,,,,
B966,Comamonadaceae,1,,,,
B966,Corynebacterineae,4,,,,
B966,Corynebacterineae,77,,,,
B966,Corynebacterium,108,,,,
B966,Corynebacterium,11,,,,
B966,Corynebacterium,2,,,,
B966,Corynebacterium,6,,,,
B966,Corynebacterium,7,,,,
B966,Dolosigranulum,7,,,,
B966,Enhydrobacter,2,,,,
B966,Finegoldia,2,,,,
B966,Fusobacterium,2,,,,
B966,Gammaproteobacteria,1,,,,
B966,Gammaproteobacteria,3,,,,
B966,Gemella,1,,,,
B966,Halobacteriaceae,1,,,,
B966,Halobacteriaceae,3,,,,
B966,Lachnospiraceae,2,,,,
B966,Leptotrichia,1,,,,
B966,Leptotrichia,1,,,,
B966,Leptotrichia,1,,,,
B966,Marmoricola,1,,,,
B966,Micrococcaceae,1,,,,
B966,Micrococcineae,1,,,,
B966,Micrococcus,5,,,,
B966,Neisseria,2,,,,
B966,Nitrosomonas,1,,,,
B966,Peptoniphilus,1,,,,
B966,Peptoniphilus,2,,,,
B966,Phenylobacterium,1,,,,
B966,Porphyromonadaceae,1,,,,
B966,Porphyromonadaceae,3,,,,
B966,Propionibacterium,1,,,,
B966,Pseudomonas,1,,,,
B966,Pseudomonas,3,,,,
B966,Sphingomonadaceae,1,,,,
B966,Staphylococcaceae,1,,,,
B966,Staphylococcaceae,2,,,,
B966,Staphylococcus,19,,,,
B966,Streptococcus,1,,,,
B966,Streptococcus,1,,,,
B966,Streptococcus,15,,,,
B966,Thermomonosporaceae,1,,,,
B966,Treponema,2,,,,
B966,unidentified,1,,,,
B966,unidentified,1,,,,
B966,unidentified,1,,,,
B966,unidentified,1,,,,
B966,unidentified,1,,,,
B966,unidentified,1,,,,
B966,unidentified,3,,,,
B966,Veillonella,2,,,,
B966,Xanthomonadaceae,2,,,,
B966,Zoogloea,2,,,,
B967,Actinobacteridae,1,,,,
B967,Actinomyces,1,,,,
B967,Actinomyces,1,,,,
B967,Actinomycetales,1,,,,
B967,Aerococcaceae,3,,,,
B967,Anaerococcus,1,,,,
B967,Anaerococcus,1,,,,
B967,Anaerococcus,1,,,,
B967,Anaerococcus,1,,,,
B967,Anaerococcus,1,,,,
B967,Anaerococcus,1,,,,
B967,Anaerococcus,1,,,,
B967,Anaerococcus,1,,,,
B967,Anaerococcus,1,,,,
B967,Anaerococcus,178,,,,
B967,Anaerococcus,2,,,,
B967,Anaerococcus,29,,,,
B967,Bacilli,1,,,,
B967,Bacilli,1,,,,
B967,Campylobacter,1,,,,
B967,Campylobacter,35,,,,
B967,Campylobacterales,1,,,,
B967,Campylobacterales,1,,,,
B967,Campylobacterales,1,,,,
B967,Clostridiales,1,,,,
B967,Clostridiales,1,,,,
B967,Clostridiales,1,,,,
B967,Corynebacterineae,3,,,,
B967,Corynebacterium,1,,,,
B967,Corynebacterium,11,,,,
B967,Corynebacterium,17,,,,
B967,Dermabacter,1,,,,
B967,Dermabacter,17,,,,
B967,Dermabacter,2,,,,
B967,Dermabacter,2,,,,
B967,Finegoldia,1,,,,
B967,Finegoldia,1,,,,
B967,Finegoldia,1,,,,
B967,Finegoldia,1,,,,
B967,Finegoldia,1,,,,
B967,Finegoldia,47,,,,
B967,Micrococcineae,1,,,,
B967,Micrococcineae,2,,,,
B967,Staphylococcus,2,,,,
B967,unidentified,1,,,,
B967,unidentified,3,,,,
B967,Veillonellaceae,16,,,,
B968,Actinobacteridae,1,,,,
B968,Actinobacteridae,1,,,,
B968,Actinomycetales,1,,,,
B968,Actinomycetales,1,,,,
B968,Aerococcaceae,1,,,,
B968,Aerococcaceae,6,,,,
B968,Anaerococcus,1,,,,
B968,Anaerococcus,1,,,,
B968,Anaerococcus,1,,,,
B968,Anaerococcus,1,,,,
B968,Anaerococcus,1,,,,
B968,Anaerococcus,1,,,,
B968,Anaerococcus,2,,,,
B968,Anaerococcus,3,,,,
B968,Anaerococcus,4,,,,
B968,Anaerococcus,4,,,,
B968,Anaerococcus,4,,,,
B968,Anaerococcus,5,,,,
B968,Anaerococcus,5,,,,
B968,Anaerococcus,57,,,,
B968,Anaerococcus,9,,,,
B968,Bacillales,1,,,,
B968,Bacilli,1,,,,
B968,Bacteroidetes,1,,,,
B968,Bacteroidetes,1,,,,
B968,Brachybacterium,1,,,,
B968,Bradyrhizobiaceae,1,,,,
B968,Clostridia,1,,,,
B968,Clostridiales,1,,,,
B968,Clostridiales,1,,,,
B968,Clostridiales,4,,,,
B968,Corynebacterineae,1,,,,
B968,Corynebacterineae,1,,,,
B968,Corynebacterineae,1,,,,
B968,Corynebacterineae,133,,,,
B968,Corynebacterium,1,,,,
B968,Corynebacterium,4,,,,
B968,Corynebacterium,97,,,,
B968,Dermabacter,2,,,,
B968,Finegoldia,11,,,,
B968,Firmicutes,1,,,,
B968,Peptoniphilus,1,,,,
B968,Peptoniphilus,2,,,,
B968,Peptoniphilus,3,,,,
B968,Prevotella,1,,,,
B968,Pseudomonas,1,,,,
B968,Ralstonia,1,,,,
B968,Sphingomonadaceae,1,,,,
B968,Staphylococcus,9,,,,
B968,unidentified,2,,,,
B968,Veillonellaceae,3,,,,
B968,Zimmermannella,1,,,,
B971,Acinetobacter,5,,,,
B971,Actinobacteridae,1,,,,
B971,Actinobacteridae,3,,,,
B971,Actinobacteridae,3,,,,
B971,Actinomycetales,1,,,,
B971,Actinomycetales,1,,,,
B971,Actinomycetales,1,,,,
B971,Aerococcaceae,3,,,,
B971,Anaerococcus,1,,,,
B971,Anaerococcus,1,,,,
B971,Anaerococcus,1,,,,
B971,Anaerococcus,1,,,,
B971,Anaerococcus,1,,,,
B971,Anaerococcus,15,,,,
B971,Anaerococcus,20,,,,
B971,Anaerococcus,27,,,,
B971,Anaerococcus,3,,,,
B971,Anaerococcus,3,,,,
B971,Anaerococcus,3,,,,
B971,Anaerococcus,35,,,,
B971,Aquabacterium,1,,,,
B971,Bacteroidetes,3,,,,
B971,Brevibacterium,1,,,,
B971,Brevibacterium,1,,,,
B971,Burkholderiales,1,,,,
B971,Clostridiales,1,,,,
B971,Clostridiales,1,,,,
B971,Corynebacterineae,1,,,,
B971,Corynebacterineae,1,,,,
B971,Corynebacterineae,1,,,,
B971,Corynebacterineae,1,,,,
B971,Corynebacterineae,1,,,,
B971,Corynebacterineae,158,,,,
B971,Corynebacterineae,4,,,,
B971,Corynebacterium,1,,,,
B971,Corynebacterium,1,,,,
B971,Corynebacterium,3,,,,
B971,Corynebacterium,53,,,,
B971,Corynebacterium,9,,,,
B971,Dialister,2,,,,
B971,Gammaproteobacteria,1,,,,
B971,Lactobacillales,4,,,,
B971,Neisseria,1,,,,
B971,Peptoniphilus,1,,,,
B971,Peptoniphilus,8,,,,
B971,Rhizobiales,1,,,,
B971,Rhodobacteraceae,1,,,,
B971,Staphylococcus,5,,,,
B971,unidentified,4,,,,
B972,Acinetobacter,4,,,,
B972,Actinobacteridae,1,,,,
B972,Actinobacteridae,1,,,,
B972,Actinobacteridae,6,,,,
B972,Actinobacteridae,7,,,,
B972,Actinomyces,1,,,,
B972,Actinomyces,3,,,,
B972,Actinomycetales,1,,,,
B972,Aerococcaceae,10,,,,
B972,Anaerococcus,1,,,,
B972,Anaerococcus,1,,,,
B972,Anaerococcus,1,,,,
B972,Anaerococcus,1,,,,
B972,Anaerococcus,24,,,,
B972,Anaerococcus,30,,,,
B972,Anaerococcus,4,,,,
B972,Anaerococcus,5,,,,
B972,Anaerococcus,5,,,,
B972,Anaerococcus,7,,,,
B972,Anaerococcus,7,,,,
B972,Bacillales,1,,,,
B972,Bacillales,1,,,,
B972,Bacilli,1,,,,
B972,Bacteroidetes,1,,,,
B972,Bacteroidetes,2,,,,
B972,Bacteroidetes,8,,,,
B972,Branhamella,2,,,,
B972,Brevibacterium,1,,,,
B972,Burkholderiales,2,,,,
B972,Campylobacter,6,,,,
B972,Clostridia,3,,,,
B972,Clostridiales,1,,,,
B972,Clostridiales,1,,,,
B972,Clostridiales,1,,,,
B972,Clostridiales,2,,,,
B972,Clostridiales,3,,,,
B972,Clostridiales,5,,,,
B972,Clostridiales,7,,,,
B972,Corynebacterineae,1,,,,
B972,Corynebacterineae,2,,,,
B972,Corynebacterineae,24,,,,
B972,Corynebacterineae,33,,,,
B972,Corynebacterium,1,,,,
B972,Corynebacterium,13,,,,
B972,Corynebacterium,3,,,,
B972,Corynebacterium,3,,,,
B972,Corynebacterium,5,,,,
B972,Dermabacter,2,,,,
B972,Finegoldia,1,,,,
B972,Finegoldia,13,,,,
B972,Firmicutes,1,,,,
B972,Firmicutes,3,,,,
B972,Gordoniaceae,2,,,,
B972,Lactobacillales,4,,,,
B972,Mobiluncus,5,,,,
B972,Peptococcus,2,,,,
B972,Peptoniphilus,1,,,,
B972,Peptoniphilus,35,,,,
B972,Porphyromonas,1,,,,
B972,Porphyromonas,4,,,,
B972,Prevotella,1,,,,
B972,Prevotella,3,,,,
B972,Pseudomonadaceae,1,,,,
B972,Pseudomonadaceae,1,,,,
B972,Staphylococcus,1,,,,
B972,Staphylococcus,1,,,,
B972,Staphylococcus,34,,,,
B972,unidentified,1,,,,
B972,unidentified,1,,,,
B972,unidentified,10,,,,
B972,unidentified,2,,,,
B972,unidentified,3,,,,
B972,unidentified,5,,,,
B972,unidentified,6,,,,
B972,Varibaculum,3,,,,
B974,Actinobacteridae,1,,,,
B974,Actinobacteridae,1,,,,
B974,Actinobacteridae,16,,,,
B974,Actinomycetaceae,1,,,,
B974,Actinomycetales,1,,,,
B974,Actinomycetales,1,,,,
B974,Actinomycetales,1,,,,
B974,Aerococcaceae,1,,,,
B974,Aerococcaceae,88,,,,
B974,Anaerococcus,1,,,,
B974,Anaerococcus,1,,,,
B974,Anaerococcus,1,,,,
B974,Anaerococcus,1,,,,
B974,Anaerococcus,1,,,,
B974,Anaerococcus,1,,,,
B974,Anaerococcus,1,,,,
B974,Anaerococcus,1,,,,
B974,Anaerococcus,1,,,,
B974,Anaerococcus,1,,,,
B974,Anaerococcus,1,,,,
B974,Anaerococcus,1,,,,
B974,Anaerococcus,1,,,,
B974,Anaerococcus,1,,,,
B974,Anaerococcus,1,,,,
B974,Anaerococcus,16,,,,
B974,Anaerococcus,2,,,,
B974,Anaerococcus,2,,,,
B974,Anaerococcus,2,,,,
B974,Anaerococcus,28,,,,
B974,Anaerococcus,3,,,,
B974,Anaerococcus,39,,,,
B974,Anaerococcus,4,,,,
B974,Anaerococcus,54,,,,
B974,Anaerococcus,6,,,,
B974,Brevibacterium,1,,,,
B974,Clostridia,1,,,,
B974,Clostridiales,1,,,,
B974,Clostridiales,1,,,,
B974,Clostridiales,10,,,,
B974,Clostridiales,13,,,,
B974,Corynebacterineae,23,,,,
B974,Corynebacterineae,28,,,,
B974,Corynebacterium,2,,,,
B974,Corynebacterium,9,,,,
B974,Finegoldia,2,,,,
B974,Helcococcus,1,,,,
B974,Ignavigranum,2,,,,
B974,Peptoniphilus,1,,,,
B974,Peptoniphilus,10,,,,
B974,Peptoniphilus,6,,,,
B974,Staphylococcus,1,,,,
B974,unidentified,1,,,,
B974,unidentified,4,,,,
B974,Veillonellaceae,1,,,,
B975,Actinobacteridae,1,,,,
B975,Actinobacteridae,1,,,,
B975,Actinobacteridae,1,,,,
B975,Actinobacteridae,9,,,,
B975,Actinomyces,1,,,,
B975,Anaerococcus,1,,,,
B975,Anaerococcus,1,,,,
B975,Anaerococcus,1,,,,
B975,Anaerococcus,1,,,,
B975,Anaerococcus,1,,,,
B975,Anaerococcus,17,,,,
B975,Anaerococcus,2,,,,
B975,Anaerococcus,2,,,,
B975,Anaerococcus,2,,,,
B975,Anaerococcus,2,,,,
B975,Anaerococcus,21,,,,
B975,Anaerococcus,3,,,,
B975,Anaerococcus,6,,,,
B975,Bacillales,1,,,,
B975,Bacillales,1,,,,
B975,Bacilli,1,,,,
B975,Bacilli,1,,,,
B975,Bacilli,1,,,,
B975,Bacilli,1,,,,
B975,Bacteroidetes,2,,,,
B975,Bacteroidetes,8,,,,
B975,Bradyrhizobiaceae,1,,,,
B975,Campylobacter,1,,,,
B975,Chloroplast,1,,,,
B975,Clostridiales,1,,,,
B975,Clostridiales,1,,,,
B975,Clostridiales,1,,,,
B975,Clostridiales,2,,,,
B975,Clostridiales,5,,,,
B975,Coriobacteriaceae,1,,,,
B975,Corynebacterineae,2,,,,
B975,Corynebacterineae,36,,,,
B975,Corynebacterium,1,,,,
B975,Corynebacterium,36,,,,
B975,Dermabacter,1,,,,
B975,Dermabacter,12,,,,
B975,Dialister,2,,,,
B975,Fastidiosipila,1,,,,
B975,Finegoldia,5,,,,
B975,Firmicutes,1,,,,
B975,Firmicutes,1,,,,
B975,Lactobacillales,1,,,,
B975,Lactobacillales,1,,,,
B975,Peptoniphilus,13,,,,
B975,Peptoniphilus,2,,,,
B975,Porphyromonas,1,,,,
B975,Prevotella,1,,,,
B975,Prevotella,3,,,,
B975,Staphylococcaceae,1,,,,
B975,Staphylococcaceae,1,,,,
B975,Staphylococcus,162,,,,
B975,Streptococcus,1,,,,
B975,unidentified,1,,,,
B975,unidentified,1,,,,
B975,unidentified,1,,,,
B975,unidentified,1,,,,
B975,unidentified,7,,,,
B975,Varibaculum,1,,,,
