caseid,year,age,sex,polviews,partyid,indus10
713,1974,60.0,2,5.0,2.0,5070.0
714,1974,32.0,2,7.0,1.0,2490.0
715,1974,48.0,1,5.0,7.0,7870.0
716,1974,51.0,1,2.0,1.0,9470.0
717,1974,67.0,2,4.0,1.0,1170.0
718,1974,47.0,2,5.0,3.0,7860.0
719,1974,51.0,2,4.0,1.0,4970.0
720,1974,30.0,1,2.0,2.0,8590.0
721,1974,39.0,1,3.0,1.0,3190.0
722,1974,30.0,2,3.0,5.0,8660.0
723,1974,23.0,2,4.0,1.0,1770.0
726,1974,42.0,1,4.0,0.0,3580.0
727,1974,57.0,1,4.0,1.0,7870.0
728,1974,62.0,2,5.0,4.0,8190.0
729,1974,50.0,2,4.0,0.0,2490.0
730,1974,27.0,1,5.0,2.0,7860.0
731,1974,38.0,1,4.0,1.0,770.0
733,1974,49.0,2,4.0,3.0,6680.0
734,1974,25.0,2,6.0,2.0,670.0
735,1974,23.0,1,6.0,6.0,7270.0
736,1974,37.0,1,5.0,0.0,3570.0
737,1974,31.0,2,4.0,5.0,9470.0
738,1974,19.0,2,4.0,5.0,8270.0
739,1974,39.0,2,2.0,0.0,9290.0
740,1974,54.0,1,5.0,1.0,8270.0
741,1974,65.0,1,3.0,0.0,9470.0
744,1974,52.0,2,4.0,3.0,8190.0
745,1974,24.0,1,5.0,1.0,9590.0
747,1974,38.0,1,2.0,2.0,770.0
749,1974,23.0,2,3.0,0.0,5170.0
750,1974,23.0,1,3.0,2.0,5380.0
751,1974,50.0,1,3.0,1.0,6680.0
752,1974,40.0,1,5.0,1.0,9590.0
753,1974,42.0,2,4.0,2.0,4470.0
754,1974,37.0,2,4.0,1.0,7860.0
755,1974,30.0,1,4.0,0.0,9590.0
756,1974,54.0,1,4.0,1.0,3490.0
757,1974,47.0,1,5.0,0.0,770.0
758,1974,30.0,2,5.0,2.0,5380.0
759,1974,31.0,2,4.0,1.0,7860.0
760,1974,28.0,1,4.0,2.0,9470.0
761,1974,68.0,1,4.0,2.0,3490.0
762,1974,69.0,2,5.0,1.0,3490.0
763,1974,40.0,2,5.0,1.0,6970.0
764,1974,39.0,2,4.0,7.0,8980.0
765,1974,23.0,1,2.0,5.0,8770.0
767,1974,72.0,1,4.0,1.0,2290.0
768,1974,31.0,2,4.0,0.0,8980.0
770,1974,24.0,1,5.0,5.0,3360.0
771,1974,40.0,1,6.0,5.0,5390.0
772,1974,29.0,2,2.0,0.0,7870.0
773,1974,28.0,2,3.0,2.0,8370.0
774,1974,48.0,2,3.0,2.0,6990.0
775,1974,28.0,1,4.0,5.0,9470.0
776,1974,51.0,1,5.0,6.0,470.0
777,1974,36.0,2,3.0,5.0,7860.0
778,1974,73.0,2,3.0,5.0,9590.0
779,1974,44.0,2,3.0,3.0,7860.0
780,1974,55.0,1,4.0,5.0,8590.0
781,1974,57.0,1,2.0,1.0,6180.0
784,1974,32.0,2,4.0,3.0,9090.0
785,1974,69.0,1,5.0,6.0,2680.0
787,1974,33.0,2,4.0,1.0,7870.0
789,1974,33.0,2,6.0,7.0,8190.0
793,1974,34.0,2,4.0,2.0,7860.0
794,1974,34.0,2,5.0,5.0,9590.0
796,1974,33.0,1,4.0,4.0,3090.0
797,1974,56.0,1,6.0,3.0,8590.0
800,1974,27.0,1,4.0,0.0,3890.0
801,1974,71.0,1,5.0,5.0,2190.0
802,1974,51.0,2,5.0,5.0,2190.0
803,1974,28.0,2,6.0,6.0,5380.0
804,1974,52.0,2,4.0,0.0,1270.0
805,1974,18.0,1,5.0,7.0,8590.0
806,1974,43.0,1,4.0,1.0,7860.0
807,1974,58.0,1,4.0,4.0,770.0
808,1974,42.0,2,5.0,7.0,7970.0
810,1974,25.0,1,4.0,4.0,6370.0
811,1974,56.0,1,6.0,6.0,7860.0
814,1974,46.0,2,1.0,4.0,3580.0
815,1974,28.0,1,5.0,4.0,6680.0
816,1974,63.0,1,3.0,4.0,4990.0
817,1974,29.0,2,4.0,2.0,6680.0
818,1974,39.0,2,4.0,7.0,1370.0
821,1974,44.0,1,4.0,5.0,770.0
823,1974,63.0,2,4.0,1.0,4470.0
825,1974,21.0,1,2.0,1.0,3990.0
826,1974,44.0,1,5.0,5.0,3190.0
827,1974,23.0,2,2.0,2.0,8270.0
828,1974,46.0,2,5.0,0.0,3980.0
829,1974,34.0,2,5.0,2.0,4970.0
830,1974,20.0,1,3.0,2.0,4970.0
831,1974,48.0,1,6.0,4.0,3570.0
833,1974,59.0,2,5.0,5.0,8570.0
834,1974,28.0,2,4.0,3.0,7860.0
835,1974,23.0,1,4.0,1.0,5790.0
838,1974,20.0,2,4.0,1.0,3980.0
840,1974,19.0,1,4.0,3.0,5390.0
842,1974,24.0,2,4.0,1.0,7270.0
843,1974,27.0,2,4.0,1.0,6870.0
844,1974,42.0,2,4.0,5.0,3090.0
846,1974,38.0,1,4.0,5.0,3980.0
848,1974,39.0,2,6.0,1.0,8270.0
849,1974,21.0,2,4.0,0.0,9090.0
850,1974,34.0,1,6.0,7.0,690.0
853,1974,38.0,2,4.0,1.0,3570.0
854,1974,37.0,2,4.0,1.0,7970.0
855,1974,29.0,1,4.0,3.0,9290.0
857,1974,26.0,2,4.0,6.0,6870.0
858,1974,33.0,2,4.0,1.0,6990.0
860,1974,35.0,1,5.0,5.0,6970.0
861,1974,73.0,1,2.0,1.0,6990.0
863,1974,32.0,2,4.0,4.0,6070.0
864,1974,40.0,2,5.0,1.0,7860.0
865,1974,32.0,1,2.0,2.0,6680.0
866,1974,46.0,2,2.0,1.0,7970.0
868,1974,81.0,2,4.0,5.0,4970.0
872,1974,29.0,2,1.0,2.0,7860.0
873,1974,64.0,2,4.0,2.0,5170.0
874,1974,41.0,2,4.0,2.0,5170.0
881,1974,48.0,1,1.0,0.0,9090.0
882,1974,24.0,2,5.0,2.0,8590.0
883,1974,23.0,2,2.0,1.0,6770.0
889,1974,34.0,2,2.0,1.0,6290.0
890,1974,23.0,1,4.0,0.0,9590.0
892,1974,64.0,2,4.0,0.0,3580.0
893,1974,65.0,2,4.0,0.0,5380.0
894,1974,48.0,2,4.0,0.0,6080.0
895,1974,60.0,1,4.0,5.0,6870.0
896,1974,81.0,1,2.0,0.0,9090.0
897,1974,35.0,2,4.0,1.0,2280.0
898,1974,27.0,2,2.0,1.0,8190.0
899,1974,76.0,2,2.0,1.0,9590.0
900,1974,28.0,1,3.0,2.0,8590.0
901,1974,54.0,1,5.0,5.0,3490.0
902,1974,52.0,2,4.0,5.0,9160.0
903,1974,51.0,2,5.0,5.0,5380.0
904,1974,41.0,2,5.0,6.0,7860.0
905,1974,83.0,1,4.0,0.0,380.0
906,1974,48.0,1,4.0,1.0,7860.0
909,1974,29.0,2,4.0,0.0,8190.0
911,1974,39.0,1,6.0,1.0,3570.0
913,1974,28.0,2,3.0,1.0,5690.0
914,1974,63.0,2,5.0,0.0,2490.0
915,1974,23.0,1,5.0,5.0,9590.0
916,1974,25.0,1,4.0,1.0,7860.0
918,1974,22.0,2,3.0,0.0,5070.0
919,1974,22.0,2,3.0,2.0,770.0
920,1974,48.0,1,6.0,4.0,6990.0
921,1974,56.0,1,3.0,1.0,7860.0
922,1974,32.0,2,2.0,1.0,7860.0
923,1974,37.0,2,3.0,2.0,6870.0
924,1974,40.0,2,4.0,2.0,7860.0
926,1974,58.0,1,4.0,5.0,4970.0
931,1974,54.0,1,4.0,0.0,9590.0
933,1974,33.0,2,4.0,1.0,1590.0
935,1974,51.0,1,4.0,1.0,3890.0
936,1974,51.0,1,3.0,2.0,7870.0
938,1974,38.0,2,2.0,2.0,3070.0
939,1974,52.0,2,5.0,1.0,9470.0
942,1974,51.0,1,6.0,1.0,7860.0
945,1974,20.0,1,5.0,5.0,4770.0
946,1974,49.0,1,4.0,2.0,6080.0
948,1974,75.0,2,4.0,6.0,8680.0
950,1974,24.0,1,4.0,5.0,8880.0
953,1974,70.0,2,4.0,5.0,1670.0
954,1974,44.0,2,3.0,0.0,3980.0
955,1974,20.0,1,6.0,6.0,770.0
956,1974,57.0,1,4.0,6.0,770.0
959,1974,27.0,2,6.0,3.0,3980.0
967,1974,61.0,1,6.0,6.0,9470.0
970,1974,26.0,1,3.0,1.0,770.0
974,1974,26.0,2,5.0,4.0,8190.0
975,1974,22.0,1,4.0,5.0,3490.0
976,1974,45.0,1,5.0,6.0,7860.0
978,1974,51.0,2,4.0,0.0,3490.0
979,1974,47.0,2,5.0,1.0,9090.0
984,1974,38.0,2,2.0,2.0,9290.0
986,1974,66.0,1,4.0,1.0,3870.0
988,1974,45.0,2,6.0,6.0,2680.0
989,1974,41.0,2,4.0,2.0,3080.0
990,1974,53.0,1,6.0,5.0,3490.0
991,1974,67.0,1,5.0,5.0,7860.0
992,1974,53.0,2,4.0,6.0,3490.0
993,1974,69.0,2,4.0,3.0,7860.0
994,1974,51.0,2,2.0,3.0,8190.0
998,1974,61.0,2,6.0,1.0,2390.0
999,1974,47.0,2,6.0,1.0,7860.0
1000,1974,25.0,1,4.0,2.0,7290.0
1001,1974,50.0,1,4.0,0.0,6170.0
1003,1974,38.0,2,2.0,1.0,9070.0
1004,1974,44.0,2,6.0,3.0,1470.0
1005,1974,35.0,1,5.0,4.0,6480.0
1006,1974,64.0,1,5.0,5.0,2070.0
1008,1974,39.0,2,4.0,3.0,1480.0
1009,1974,35.0,2,4.0,3.0,7280.0
1010,1974,24.0,1,2.0,3.0,8590.0
1011,1974,18.0,1,3.0,1.0,3490.0
1014,1974,59.0,2,5.0,1.0,8660.0
1015,1974,35.0,1,4.0,1.0,2670.0
1016,1974,68.0,1,2.0,0.0,2670.0
1017,1974,77.0,1,3.0,1.0,2670.0
1018,1974,73.0,2,4.0,3.0,1370.0
1019,1974,77.0,2,5.0,0.0,9290.0
1020,1974,81.0,1,2.0,0.0,770.0
1021,1974,67.0,1,6.0,3.0,9160.0
1024,1974,29.0,2,4.0,5.0,7860.0
1025,1974,21.0,1,4.0,2.0,3190.0
1026,1974,64.0,1,4.0,1.0,2470.0
1027,1974,71.0,1,5.0,6.0,4880.0
1030,1974,28.0,1,3.0,5.0,8190.0
1031,1974,77.0,1,6.0,1.0,9570.0
1032,1974,70.0,2,4.0,6.0,7880.0
1033,1974,69.0,2,4.0,1.0,9070.0
1034,1974,61.0,2,3.0,6.0,8680.0
1035,1974,21.0,1,3.0,2.0,4880.0
1036,1974,51.0,1,4.0,3.0,570.0
1037,1974,27.0,2,4.0,5.0,8680.0
1038,1974,36.0,2,4.0,1.0,6990.0
1040,1974,29.0,1,2.0,3.0,1590.0
1041,1974,58.0,1,4.0,2.0,770.0
1042,1974,38.0,2,5.0,1.0,5380.0
1043,1974,28.0,2,3.0,5.0,7860.0
1044,1974,30.0,2,3.0,5.0,8190.0
1045,1974,25.0,2,5.0,4.0,7860.0
1046,1974,36.0,1,4.0,5.0,490.0
1047,1974,60.0,2,3.0,1.0,5370.0
1048,1974,67.0,2,3.0,0.0,1090.0
1049,1974,57.0,2,5.0,5.0,7860.0
1050,1974,79.0,1,3.0,5.0,6370.0
1051,1974,51.0,1,4.0,2.0,1890.0
1052,1974,30.0,2,4.0,1.0,8190.0
1054,1974,30.0,2,5.0,2.0,7860.0
1055,1974,70.0,1,4.0,5.0,7860.0
1056,1974,75.0,1,7.0,1.0,2490.0
1057,1974,42.0,2,4.0,2.0,8680.0
1059,1974,58.0,2,6.0,6.0,7860.0
1060,1974,21.0,1,4.0,7.0,1370.0
1061,1974,50.0,1,6.0,0.0,9090.0
1062,1974,34.0,2,1.0,2.0,5690.0
1063,1974,21.0,2,2.0,1.0,9070.0
1064,1974,29.0,2,4.0,1.0,8190.0
1066,1974,50.0,1,7.0,0.0,4470.0
1068,1974,66.0,2,4.0,6.0,5170.0
1069,1974,71.0,2,1.0,0.0,8680.0
1070,1974,27.0,1,4.0,5.0,7470.0
1071,1974,40.0,1,5.0,5.0,3090.0
1072,1974,29.0,2,3.0,2.0,7980.0
1073,1974,19.0,2,2.0,0.0,8190.0
1074,1974,33.0,2,4.0,1.0,8660.0
1075,1974,29.0,1,2.0,1.0,3980.0
1076,1974,64.0,1,4.0,6.0,1290.0
1079,1974,19.0,2,5.0,2.0,7870.0
1080,1974,26.0,1,3.0,0.0,670.0
1081,1974,63.0,1,5.0,1.0,570.0
1083,1974,59.0,2,4.0,5.0,7860.0
1084,1974,48.0,2,4.0,0.0,2070.0
1085,1974,21.0,1,6.0,3.0,8680.0
1086,1974,49.0,1,6.0,6.0,3770.0
1087,1974,29.0,2,4.0,5.0,7860.0
1089,1974,65.0,2,2.0,5.0,8190.0
1090,1974,49.0,1,4.0,3.0,3090.0
1091,1974,74.0,1,4.0,0.0,3190.0
1092,1974,31.0,2,4.0,4.0,8190.0
1093,1974,50.0,2,4.0,1.0,1790.0
1094,1974,49.0,2,4.0,1.0,1680.0
1095,1974,34.0,1,6.0,3.0,3890.0
1096,1974,27.0,1,4.0,1.0,770.0
1097,1974,59.0,1,6.0,6.0,6290.0
1099,1974,31.0,2,6.0,6.0,4970.0
1100,1974,35.0,1,2.0,5.0,9470.0
1101,1974,47.0,1,4.0,2.0,6990.0
1102,1974,63.0,1,4.0,5.0,6680.0
1103,1974,28.0,2,4.0,3.0,3960.0
1104,1974,32.0,2,3.0,2.0,7860.0
1105,1974,27.0,1,3.0,2.0,5170.0
1106,1974,58.0,1,2.0,5.0,3490.0
1107,1974,40.0,2,6.0,3.0,8880.0
1108,1974,37.0,2,5.0,1.0,8090.0
1109,1974,68.0,2,6.0,0.0,9470.0
1110,1974,68.0,1,4.0,1.0,3790.0
1111,1974,42.0,1,6.0,2.0,9380.0
1112,1974,38.0,2,4.0,4.0,9160.0
1113,1974,37.0,2,5.0,2.0,8190.0
1114,1974,42.0,2,3.0,0.0,5380.0
1115,1974,23.0,1,2.0,2.0,6990.0
1116,1974,79.0,1,4.0,6.0,6080.0
1117,1974,62.0,1,3.0,1.0,7690.0
1118,1974,68.0,2,2.0,1.0,170.0
1119,1974,58.0,2,2.0,1.0,8190.0
1120,1974,61.0,1,6.0,5.0,6080.0
1121,1974,56.0,1,6.0,5.0,3980.0
1122,1974,74.0,2,2.0,0.0,1480.0
1123,1974,26.0,2,2.0,2.0,9490.0
1124,1974,35.0,2,2.0,5.0,5170.0
1125,1974,33.0,1,5.0,5.0,6870.0
1126,1974,63.0,1,3.0,4.0,770.0
1127,1974,42.0,2,4.0,4.0,5380.0
1128,1974,71.0,2,6.0,5.0,8680.0
1129,1974,37.0,2,4.0,5.0,7070.0
1130,1974,24.0,1,3.0,2.0,4770.0
1131,1974,35.0,1,4.0,2.0,7270.0
1132,1974,43.0,1,3.0,5.0,7870.0
1133,1974,19.0,2,3.0,4.0,8680.0
1134,1974,31.0,2,3.0,2.0,7580.0
1136,1974,78.0,1,4.0,7.0,8880.0
1137,1974,63.0,1,4.0,0.0,9170.0
1138,1974,25.0,2,5.0,1.0,4970.0
1139,1974,38.0,2,5.0,1.0,6680.0
1140,1974,23.0,1,2.0,2.0,7870.0
1141,1974,23.0,1,3.0,7.0,6370.0
1142,1974,60.0,1,4.0,0.0,7580.0
1144,1974,22.0,2,1.0,7.0,7860.0
1145,1974,55.0,1,4.0,0.0,2670.0
1146,1974,49.0,1,3.0,0.0,2670.0
1147,1974,68.0,2,6.0,1.0,9290.0
1149,1974,42.0,2,4.0,1.0,7970.0
1150,1974,25.0,1,2.0,3.0,2770.0
1152,1974,24.0,2,4.0,1.0,7970.0
1153,1974,28.0,2,3.0,3.0,1680.0
1154,1974,22.0,2,4.0,3.0,8470.0
1155,1974,29.0,1,4.0,1.0,9690.0
1156,1974,38.0,1,5.0,4.0,1190.0
1157,1974,29.0,2,4.0,1.0,3890.0
1158,1974,55.0,2,7.0,6.0,7870.0
1159,1974,44.0,2,5.0,1.0,5380.0
1160,1974,23.0,1,4.0,3.0,770.0
1161,1974,49.0,1,5.0,5.0,4870.0
1162,1974,53.0,1,2.0,2.0,6080.0
1163,1974,53.0,2,5.0,5.0,1280.0
1164,1974,54.0,2,4.0,5.0,7860.0
1165,1974,30.0,1,3.0,2.0,3890.0
1166,1974,39.0,1,3.0,5.0,6990.0
1167,1974,70.0,1,2.0,1.0,1390.0
1168,1974,26.0,2,3.0,2.0,7870.0
1169,1974,34.0,2,4.0,4.0,1390.0
1170,1974,58.0,1,3.0,5.0,2680.0
1171,1974,69.0,1,5.0,2.0,1270.0
1173,1974,42.0,2,4.0,6.0,9290.0
1174,1974,25.0,2,3.0,5.0,7860.0
1175,1974,45.0,1,4.0,0.0,1670.0
1176,1974,75.0,1,5.0,6.0,7460.0
1177,1974,51.0,2,1.0,1.0,1680.0
1178,1974,44.0,2,6.0,7.0,8190.0
1179,1974,26.0,2,5.0,4.0,7860.0
1180,1974,33.0,1,2.0,6.0,4470.0
1181,1974,52.0,1,5.0,4.0,6370.0
1183,1974,41.0,2,6.0,2.0,6370.0
1185,1974,24.0,1,2.0,0.0,7860.0
1187,1974,46.0,1,2.0,0.0,9670.0
1188,1974,28.0,2,1.0,0.0,9480.0
1189,1974,29.0,2,6.0,7.0,2490.0
1190,1974,21.0,1,4.0,2.0,9590.0
1191,1974,78.0,1,4.0,6.0,5390.0
1192,1974,56.0,2,3.0,2.0,1490.0
1193,1974,41.0,2,6.0,3.0,8470.0
1194,1974,26.0,2,4.0,5.0,6990.0
1195,1974,23.0,1,6.0,0.0,1590.0
1196,1974,71.0,1,5.0,0.0,3890.0
1197,1974,21.0,2,2.0,0.0,8270.0
1198,1974,55.0,2,2.0,1.0,9290.0
1199,1974,55.0,2,3.0,0.0,7860.0
1200,1974,30.0,1,5.0,4.0,6680.0
1201,1974,44.0,1,4.0,2.0,6990.0
1202,1974,65.0,2,4.0,1.0,7860.0
1203,1974,32.0,2,4.0,1.0,1490.0
1204,1974,37.0,2,2.0,0.0,7860.0
1205,1974,39.0,1,5.0,4.0,7870.0
1206,1974,47.0,1,5.0,5.0,4070.0
1208,1974,28.0,2,4.0,2.0,9490.0
1209,1974,36.0,2,2.0,7.0,4190.0
1210,1974,34.0,1,3.0,1.0,770.0
1214,1974,48.0,2,5.0,0.0,3190.0
1216,1974,67.0,1,7.0,5.0,9680.0
1217,1974,46.0,2,4.0,4.0,1680.0
1220,1974,33.0,1,6.0,6.0,4270.0
1221,1974,59.0,1,4.0,2.0,9570.0
1224,1974,50.0,2,4.0,1.0,6880.0
1225,1974,24.0,1,5.0,4.0,770.0
1226,1974,56.0,1,4.0,0.0,4870.0
1229,1974,62.0,2,5.0,7.0,7580.0
1230,1974,27.0,1,6.0,4.0,6480.0
1231,1974,42.0,1,4.0,4.0,9390.0
1232,1974,40.0,1,4.0,4.0,9780.0
1233,1974,26.0,2,2.0,1.0,9480.0
1234,1974,27.0,2,4.0,2.0,6990.0
1236,1974,52.0,1,4.0,4.0,1770.0
1237,1974,72.0,1,6.0,1.0,9570.0
1238,1974,48.0,2,6.0,4.0,7470.0
1240,1974,34.0,1,3.0,0.0,3890.0
1241,1974,26.0,1,2.0,2.0,8370.0
1242,1974,36.0,1,3.0,1.0,8680.0
1243,1974,37.0,2,3.0,0.0,4260.0
1244,1974,21.0,2,4.0,1.0,1680.0
1245,1974,20.0,1,2.0,2.0,770.0
1246,1974,37.0,1,4.0,2.0,6190.0
1247,1974,63.0,2,6.0,4.0,7580.0
1248,1974,28.0,2,6.0,2.0,7860.0
1249,1974,24.0,2,5.0,2.0,7860.0
1250,1974,35.0,1,4.0,2.0,1880.0
1251,1974,65.0,1,4.0,4.0,3570.0
1252,1974,67.0,2,4.0,4.0,7860.0
1254,1974,32.0,2,3.0,4.0,8190.0
1255,1974,24.0,1,2.0,0.0,770.0
1256,1974,35.0,1,5.0,5.0,7690.0
1257,1974,68.0,2,4.0,4.0,7860.0
1258,1974,42.0,2,6.0,1.0,6990.0
1259,1974,35.0,2,4.0,0.0,7970.0
1261,1974,42.0,1,6.0,2.0,7290.0
1262,1974,34.0,2,6.0,5.0,4180.0
1263,1974,21.0,2,4.0,1.0,8590.0
1264,1974,31.0,2,5.0,4.0,7290.0
1265,1974,23.0,1,4.0,7.0,770.0
1266,1974,65.0,1,4.0,7.0,1880.0
1267,1974,54.0,2,4.0,2.0,5570.0
1268,1974,66.0,2,2.0,5.0,7070.0
1269,1974,61.0,2,5.0,1.0,7470.0
1270,1974,22.0,1,2.0,7.0,6080.0
1271,1974,56.0,1,2.0,0.0,9370.0
1274,1974,23.0,2,4.0,1.0,4470.0
1275,1974,22.0,1,4.0,1.0,3670.0
1276,1974,60.0,1,4.0,1.0,570.0
1277,1974,44.0,2,4.0,1.0,6680.0
1278,1974,38.0,2,3.0,1.0,8370.0
1279,1974,28.0,2,1.0,0.0,9480.0
1280,1974,23.0,1,4.0,1.0,9570.0
1281,1974,58.0,1,4.0,0.0,2680.0
1282,1974,53.0,1,4.0,0.0,580.0
1283,1974,59.0,2,4.0,6.0,7860.0
1285,1974,50.0,1,4.0,4.0,180.0
1286,1974,52.0,1,5.0,1.0,170.0
1287,1974,28.0,2,4.0,0.0,2390.0
1288,1974,37.0,2,5.0,6.0,5690.0
1289,1974,52.0,2,6.0,1.0,7860.0
1290,1974,24.0,1,4.0,1.0,6370.0
1291,1974,45.0,1,3.0,2.0,9680.0
1292,1974,19.0,2,7.0,5.0,8680.0
1293,1974,39.0,2,4.0,2.0,5280.0
1294,1974,25.0,2,4.0,4.0,3090.0
1295,1974,72.0,1,4.0,1.0,490.0
1296,1974,45.0,1,5.0,0.0,9070.0
1297,1974,78.0,2,4.0,0.0,7860.0
1299,1974,53.0,2,4.0,0.0,7860.0
1300,1974,26.0,1,3.0,0.0,7860.0
1301,1974,82.0,1,4.0,1.0,6290.0
1303,1974,21.0,2,2.0,3.0,4470.0
1304,1974,50.0,2,5.0,3.0,9290.0
1305,1974,32.0,1,7.0,3.0,8390.0
1306,1974,36.0,1,4.0,0.0,1180.0
1307,1974,65.0,1,4.0,4.0,9160.0
1309,1974,56.0,2,5.0,2.0,4070.0
1310,1974,24.0,1,4.0,1.0,170.0
1311,1974,60.0,1,5.0,0.0,170.0
1315,1974,56.0,1,6.0,4.0,180.0
1317,1974,45.0,2,3.0,1.0,170.0
1320,1974,44.0,1,4.0,5.0,6990.0
1321,1974,68.0,1,4.0,0.0,770.0
1322,1974,42.0,1,5.0,1.0,1770.0
1323,1974,69.0,2,4.0,0.0,9690.0
1324,1974,34.0,2,4.0,3.0,1680.0
1325,1974,23.0,1,2.0,1.0,770.0
1327,1974,39.0,1,4.0,4.0,770.0
1328,1974,69.0,2,4.0,0.0,170.0
1330,1974,28.0,2,5.0,4.0,6080.0
1331,1974,73.0,1,4.0,2.0,7780.0
1332,1974,58.0,2,4.0,0.0,4970.0
1333,1974,60.0,2,6.0,1.0,8680.0
1334,1974,28.0,2,5.0,4.0,4690.0
1336,1974,37.0,1,7.0,5.0,9670.0
1337,1974,43.0,1,5.0,5.0,3380.0
1338,1974,40.0,2,5.0,3.0,8660.0
1339,1974,27.0,2,3.0,2.0,5470.0
1341,1974,26.0,1,4.0,3.0,9590.0
1342,1974,54.0,1,2.0,3.0,9470.0
1343,1974,35.0,2,4.0,3.0,4970.0
1344,1974,39.0,2,4.0,4.0,9590.0
1345,1974,32.0,1,4.0,1.0,3870.0
1346,1974,36.0,1,6.0,7.0,8190.0
1348,1974,74.0,2,6.0,6.0,1680.0
1349,1974,34.0,2,6.0,1.0,1670.0
1350,1974,26.0,1,2.0,0.0,770.0
1351,1974,69.0,1,3.0,2.0,1670.0
1352,1974,72.0,2,5.0,6.0,7860.0
1353,1974,83.0,2,5.0,0.0,9590.0
1354,1974,40.0,2,6.0,4.0,1680.0
1355,1974,20.0,1,4.0,3.0,4790.0
1356,1974,66.0,1,2.0,4.0,3890.0
1357,1974,58.0,1,5.0,5.0,3970.0
1358,1974,60.0,2,3.0,5.0,1680.0
1359,1974,69.0,2,6.0,5.0,1670.0
1360,1974,31.0,1,1.0,1.0,9670.0
1361,1974,44.0,1,2.0,1.0,9470.0
1362,1974,43.0,2,4.0,1.0,8190.0
1363,1974,40.0,2,4.0,0.0,4970.0
1364,1974,42.0,2,4.0,6.0,7860.0
1365,1974,23.0,1,4.0,0.0,2980.0
1366,1974,69.0,1,4.0,5.0,1080.0
1367,1974,74.0,1,5.0,4.0,6170.0
1368,1974,84.0,2,4.0,1.0,5390.0
1369,1974,80.0,2,4.0,3.0,6990.0
1370,1974,35.0,1,4.0,1.0,270.0
1371,1974,20.0,1,4.0,1.0,9290.0
1372,1974,65.0,1,4.0,3.0,3680.0
1373,1974,38.0,1,4.0,1.0,6390.0
1374,1974,24.0,2,5.0,2.0,8190.0
1376,1974,59.0,1,4.0,5.0,380.0
1380,1974,81.0,1,3.0,1.0,380.0
1381,1974,79.0,1,2.0,6.0,380.0
1384,1974,48.0,2,4.0,1.0,7860.0
1385,1974,74.0,1,3.0,2.0,6370.0
1386,1974,64.0,1,4.0,1.0,9180.0
1388,1974,27.0,2,3.0,4.0,6470.0
1389,1974,60.0,2,4.0,3.0,7860.0
1390,1974,23.0,1,6.0,1.0,380.0
1392,1974,57.0,2,4.0,5.0,8190.0
1393,1974,54.0,2,5.0,1.0,5170.0
1395,1974,19.0,1,2.0,3.0,2870.0
1396,1974,54.0,1,3.0,0.0,770.0
1397,1974,89.0,1,4.0,3.0,490.0
1399,1974,55.0,2,4.0,1.0,8590.0
1401,1974,37.0,1,4.0,1.0,3490.0
1402,1974,65.0,2,3.0,5.0,5380.0
1403,1974,59.0,2,4.0,1.0,9290.0
1404,1974,51.0,2,4.0,1.0,2490.0
1406,1974,69.0,1,4.0,1.0,6080.0
1409,1974,43.0,2,4.0,5.0,8370.0
1410,1974,19.0,1,4.0,5.0,1990.0
1413,1974,46.0,2,5.0,1.0,7870.0
1414,1974,59.0,2,5.0,0.0,7070.0
1415,1974,27.0,1,4.0,4.0,6080.0
1416,1974,75.0,1,6.0,6.0,1270.0
1417,1974,72.0,2,5.0,4.0,7860.0
1418,1974,86.0,2,4.0,6.0,7860.0
1419,1974,54.0,2,4.0,5.0,7690.0
1420,1974,27.0,1,6.0,0.0,3870.0
1421,1974,42.0,1,7.0,0.0,3570.0
1422,1974,76.0,2,6.0,1.0,8680.0
1423,1974,21.0,2,4.0,0.0,3980.0
1424,1974,59.0,2,6.0,5.0,170.0
1425,1974,24.0,1,5.0,4.0,6870.0
1426,1974,63.0,1,5.0,0.0,1890.0
1428,1974,46.0,2,4.0,0.0,8390.0
1429,1974,35.0,2,4.0,5.0,1890.0
1430,1974,64.0,1,4.0,5.0,4570.0
1431,1974,69.0,1,4.0,1.0,1990.0
1432,1974,55.0,2,6.0,6.0,6480.0
1434,1974,23.0,2,3.0,4.0,8690.0
1435,1974,33.0,1,4.0,5.0,1170.0
1436,1974,78.0,1,7.0,6.0,9290.0
1438,1974,45.0,2,4.0,0.0,8660.0
1439,1974,46.0,2,4.0,1.0,8590.0
1440,1974,68.0,1,4.0,2.0,9490.0
1441,1974,38.0,1,4.0,3.0,6680.0
1442,1974,38.0,2,3.0,1.0,5170.0
1444,1974,30.0,2,3.0,3.0,5580.0
1445,1974,32.0,1,5.0,2.0,3080.0
1446,1974,62.0,1,5.0,2.0,3190.0
1447,1974,67.0,2,5.0,3.0,2780.0
1448,1974,72.0,2,4.0,4.0,9290.0
1449,1974,44.0,2,3.0,3.0,8190.0
1450,1974,47.0,1,2.0,5.0,180.0
1451,1974,48.0,1,4.0,0.0,4480.0
1452,1974,62.0,2,4.0,3.0,180.0
1453,1974,37.0,2,4.0,5.0,6480.0
1454,1974,31.0,2,5.0,1.0,8680.0
1455,1974,30.0,1,5.0,4.0,7860.0
1456,1974,65.0,1,4.0,7.0,1070.0
1457,1974,64.0,1,4.0,1.0,1370.0
